created_at,amount_usd,currency,payment_instrument_type,card_brand,issuing_country,authorized
04-09-2021 01:15:20,199944,USD,GOCARDLESS,VISA,GB,1
04-27-2021 12:27:52,333069,EUR,PAYMENTCARD,MASTERCARD,GB,0
05-07-2021 08:22:25,92423,GBP,PAYMENTCARD,VISA,GB,1
04-03-2021 01:23:51,59554,GBP,KLARNA,VISA,GB,1
03-30-2021 05:39:14,156566,GBP,PAYPAL,VISA,GB,1
03-13-2021 14:51:23,88241,EUR,PAYMENTCARD,VISA,US,1
02-25-2021 16:10:52,51216,USD,PAYMENTCARD,VISA,GB,1
03-04-2021 16:42:51,329154,SEK,PAYMENTCARD,VISA,US,1
04-20-2021 14:11:30,247033,GBP,APPLEPAY,AMEX,GB,0
03-15-2021 02:44:51,80513,EUR,PAYPAL,VISA,GB,1
03-28-2021 22:22:02,167103,USD,PAYMENTCARD,VISA,GB,0
01-29-2021 14:42:11,156135,EUR,PAYPAL,VISA,GB,0
02-06-2021 19:50:21,360674,EUR,APPLEPAY,MASTERCARD,GB,0
02-06-2021 15:43:57,144316,USD,PAYPAL,MASTERCARD,US,1
03-11-2021 11:05:02,246260,EUR,PAYPAL,MASTERCARD,GB,1
03-20-2021 05:03:03,24716,GBP,PAYMENTCARD,MASTERCARD,GB,1
02-01-2021 14:27:59,330045,AUD,PAYMENTCARD,AMEX,IE,0
04-17-2021 18:19:38,181224,EUR,PAYPAL,VISA,GB,1
04-01-2021 01:19:54,278569,GBP,PAYMENTCARD,VISA,US,1
04-01-2021 04:48:56,89040,USD,PAYMENTCARD,VISA,US,1
05-19-2021 04:24:14,235290,SEK,PAYMENTCARD,VISA,GB,1
02-23-2021 22:20:39,264317,GBP,PAYMENTCARD,VISA,GB,0
04-06-2021 23:10:08,15037,EUR,KLARNA,MASTERCARD,GB,1
04-20-2021 22:32:23,362079,EUR,PAYPAL,VISA,US,1
03-07-2021 10:09:18,309178,GBP,KLARNA,VISA,GB,1
04-01-2021 07:15:33,257060,GBP,PAYMENTCARD,VISA,GB,1
05-04-2021 23:13:58,340555,CAD,PAYMENTCARD,MASTERCARD,GB,1
02-01-2021 07:44:46,121469,GBP,PAYMENTCARD,VISA,US,1
05-08-2021 10:53:08,355500,EUR,KLARNA,VISA,GB,1
04-20-2021 00:06:36,251754,GBP,APPLEPAY,MASTERCARD,AU,1
02-03-2021 20:21:19,182609,AUD,PAYMENTCARD,MASTERCARD,GB,0
01-29-2021 20:54:53,336883,USD,PAYMENTCARD,VISA,GB,1
04-18-2021 18:13:25,194554,SEK,PAYMENTCARD,VISA,GB,0
02-23-2021 08:17:11,144461,USD,APPLEPAY,VISA,US,1
03-07-2021 02:17:10,175380,USD,PAYMENTCARD,VISA,US,1
03-03-2021 17:22:30,274997,SEK,PAYMENTCARD,VISA,US,0
04-09-2021 02:44:08,146991,GBP,PAYMENTCARD,VISA,GB,1
01-29-2021 21:52:22,372041,GBP,APPLEPAY,VISA,GB,1
02-12-2021 04:42:12,217987,USD,PAYMENTCARD,MASTERCARD,GB,1
01-28-2021 16:43:01,160661,USD,PAYMENTCARD,MASTERCARD,US,1
04-14-2021 15:59:49,317213,EUR,GOCARDLESS,MASTERCARD,GB,1
03-30-2021 11:40:16,117719,GBP,PAYMENTCARD,VISA,US,1
01-26-2021 16:19:13,99834,SEK,PAYMENTCARD,VISA,US,1
01-19-2021 07:38:23,326021,USD,KLARNA,VISA,US,1
04-24-2021 15:23:44,378191,SEK,APPLEPAY,MASTERCARD,GB,1
02-21-2021 05:00:35,144953,GBP,PAYMENTCARD,MASTERCARD,GB,1
01-04-2021 01:49:18,111568,AUD,PAYMENTCARD,VISA,GB,1
01-15-2021 12:55:24,341426,EUR,PAYMENTCARD,VISA,US,0
04-12-2021 01:48:11,59463,SEK,PAYMENTCARD,MASTERCARD,GB,0
03-30-2021 08:09:55,372012,GBP,PAYMENTCARD,AMEX,GB,1
03-05-2021 04:31:55,51367,USD,PAYMENTCARD,VISA,GB,1
05-29-2021 06:56:49,198165,GBP,PAYMENTCARD,AMEX,US,1
05-25-2021 21:44:33,16953,EUR,PAYPAL,VISA,US,1
03-26-2021 12:36:28,339429,GBP,GOCARDLESS,VISA,US,1
03-09-2021 09:15:00,39143,EUR,PAYMENTCARD,MASTERCARD,GB,1
02-23-2021 16:25:51,56837,USD,PAYMENTCARD,VISA,US,0
02-07-2021 20:26:46,143867,GBP,PAYMENTCARD,MASTERCARD,IE,1
01-01-2021 18:34:43,103429,GBP,PAYMENTCARD,AMEX,IE,1
05-09-2021 00:16:44,166259,GBP,PAYMENTCARD,VISA,GB,1
04-07-2021 16:42:17,356516,USD,PAYMENTCARD,AMEX,GB,1
03-03-2021 01:11:06,42427,AUD,PAYMENTCARD,VISA,GB,1
03-04-2021 21:56:07,247224,EUR,PAYMENTCARD,VISA,US,1
02-28-2021 15:23:48,209242,GBP,PAYPAL,MASTERCARD,GB,1
02-10-2021 08:31:16,314324,GBP,APPLEPAY,VISA,US,1
04-24-2021 12:43:08,335655,EUR,PAYMENTCARD,VISA,GB,1
01-04-2021 21:45:33,245980,GBP,KLARNA,VISA,GB,1
04-18-2021 00:44:22,261191,USD,PAYMENTCARD,MASTERCARD,GB,1
01-20-2021 08:59:23,294089,EUR,PAYMENTCARD,MASTERCARD,AU,1
03-29-2021 02:00:49,211155,GBP,PAYMENTCARD,AMEX,GB,0
05-15-2021 18:19:23,195375,USD,PAYPAL,MASTERCARD,GB,1
04-08-2021 00:09:22,313128,GBP,PAYMENTCARD,MASTERCARD,GB,1
04-05-2021 21:32:12,353498,USD,PAYMENTCARD,AMEX,GB,1
05-11-2021 09:49:57,254765,SEK,KLARNA,VISA,GB,1
04-13-2021 01:16:11,216379,EUR,PAYPAL,AMEX,GB,1
04-27-2021 13:38:29,170378,USD,PAYMENTCARD,VISA,US,1
02-21-2021 11:23:41,181460,SEK,PAYMENTCARD,MASTERCARD,GB,1
05-14-2021 17:44:16,148797,CAD,APPLEPAY,VISA,GB,1
03-22-2021 03:05:35,253969,USD,PAYMENTCARD,VISA,IE,0
01-18-2021 02:27:00,364913,GBP,APPLEPAY,AMEX,US,1
03-26-2021 05:43:14,248223,USD,PAYPAL,VISA,GB,1
05-15-2021 05:06:35,122811,USD,PAYMENTCARD,VISA,US,0
05-13-2021 11:55:25,154577,GBP,APPLEPAY,VISA,GB,1
03-05-2021 16:02:53,342779,EUR,PAYMENTCARD,MASTERCARD,US,1
01-01-2021 18:15:57,259468,EUR,PAYMENTCARD,VISA,IE,1
05-29-2021 20:07:49,377087,EUR,PAYMENTCARD,VISA,GB,1
03-19-2021 17:05:13,260846,GBP,PAYMENTCARD,VISA,GB,1
02-07-2021 07:49:06,238343,EUR,PAYMENTCARD,VISA,US,1
03-21-2021 05:56:11,141968,EUR,PAYMENTCARD,MASTERCARD,US,1
05-05-2021 01:12:33,369978,USD,PAYPAL,VISA,US,1
05-06-2021 08:23:01,6228,SEK,PAYPAL,VISA,GB,1
03-02-2021 04:19:14,14316,EUR,PAYMENTCARD,MASTERCARD,GB,1
01-19-2021 11:15:45,100127,EUR,PAYMENTCARD,VISA,GB,1
01-11-2021 21:22:37,296989,EUR,APPLEPAY,AMEX,IE,0
05-13-2021 21:03:34,250804,CAD,APPLEPAY,VISA,GB,1
02-08-2021 19:34:05,265624,EUR,PAYMENTCARD,VISA,GB,0
04-21-2021 20:23:35,3874,GBP,APPLEPAY,VISA,US,1
03-12-2021 21:55:02,215840,EUR,PAYMENTCARD,VISA,GB,1
05-04-2021 17:23:47,32630,USD,PAYMENTCARD,VISA,GB,1
01-09-2021 20:36:05,86149,AUD,PAYMENTCARD,VISA,GB,1
04-23-2021 01:40:11,301555,USD,KLARNA,VISA,GB,0
02-11-2021 15:07:52,343256,EUR,APPLEPAY,VISA,US,1
01-07-2021 13:28:34,34934,USD,PAYMENTCARD,VISA,US,1
03-26-2021 13:44:56,111276,AUD,PAYMENTCARD,MASTERCARD,GB,1
03-21-2021 10:11:06,143253,AUD,PAYMENTCARD,MASTERCARD,IE,0
04-28-2021 08:51:39,197692,USD,GOCARDLESS,MASTERCARD,GB,0
04-11-2021 12:48:36,195223,USD,PAYMENTCARD,VISA,GB,0
04-26-2021 08:18:55,64608,EUR,APPLEPAY,MASTERCARD,GB,1
04-11-2021 18:56:46,167762,GBP,PAYPAL,VISA,GB,1
01-28-2021 08:28:39,16458,GBP,PAYPAL,VISA,GB,1
02-14-2021 15:47:07,211850,GBP,PAYMENTCARD,VISA,US,1
02-12-2021 21:14:02,251739,USD,PAYPAL,MASTERCARD,GB,1
04-15-2021 07:38:03,268627,SEK,PAYPAL,VISA,IE,1
04-17-2021 06:29:05,354954,EUR,PAYPAL,VISA,US,1
05-22-2021 16:15:13,264209,GBP,PAYMENTCARD,VISA,GB,0
01-12-2021 15:32:31,178464,GBP,PAYMENTCARD,VISA,AU,1
04-22-2021 16:56:49,256771,EUR,APPLEPAY,VISA,US,1
04-03-2021 00:06:08,309347,USD,PAYPAL,VISA,GB,0
04-03-2021 21:07:43,290422,EUR,PAYMENTCARD,VISA,GB,1
01-23-2021 03:00:25,353001,EUR,KLARNA,MASTERCARD,IE,1
02-23-2021 17:12:47,92506,GBP,PAYMENTCARD,VISA,US,1
03-17-2021 09:11:33,202387,GBP,PAYMENTCARD,VISA,GB,1
04-26-2021 03:14:57,14171,EUR,APPLEPAY,VISA,GB,1
01-24-2021 10:31:19,72648,EUR,PAYMENTCARD,VISA,US,1
02-01-2021 01:53:03,32908,GBP,PAYMENTCARD,VISA,GB,1
03-26-2021 15:12:14,47010,EUR,PAYMENTCARD,VISA,GB,1
02-07-2021 00:05:46,73008,AUD,PAYPAL,VISA,GB,0
03-07-2021 03:16:38,125930,USD,APPLEPAY,VISA,GB,1
04-04-2021 00:05:05,333666,EUR,PAYMENTCARD,MASTERCARD,GB,1
03-22-2021 23:15:21,47400,CAD,PAYMENTCARD,AMEX,AU,1
02-24-2021 17:37:41,374238,GBP,PAYPAL,VISA,GB,0
04-20-2021 17:02:28,208572,GBP,PAYPAL,AMEX,GB,0
04-20-2021 13:22:06,366896,EUR,PAYMENTCARD,VISA,GB,1
04-18-2021 06:47:31,292117,USD,PAYMENTCARD,MASTERCARD,GB,1
05-24-2021 01:50:39,277054,GBP,PAYMENTCARD,VISA,GB,0
04-11-2021 18:48:57,176167,USD,KLARNA,VISA,GB,0
04-05-2021 22:59:11,187517,EUR,PAYMENTCARD,VISA,GB,1
03-28-2021 21:24:39,219461,EUR,PAYMENTCARD,VISA,GB,1
02-13-2021 11:34:35,127521,EUR,PAYPAL,VISA,GB,1
01-05-2021 02:43:43,172607,GBP,PAYMENTCARD,VISA,US,1
05-09-2021 06:02:06,4060,USD,PAYMENTCARD,MASTERCARD,GB,1
01-17-2021 02:42:35,190034,GBP,PAYPAL,MASTERCARD,IE,1
03-22-2021 14:27:40,331690,EUR,APPLEPAY,MASTERCARD,US,1
01-09-2021 13:17:10,39681,SEK,PAYPAL,VISA,IE,1
04-25-2021 18:10:30,166532,USD,PAYMENTCARD,VISA,IE,1
02-23-2021 13:26:40,64763,EUR,PAYMENTCARD,VISA,GB,1
03-04-2021 10:55:54,293317,USD,KLARNA,VISA,GB,1
02-25-2021 06:12:04,346053,CAD,PAYPAL,MASTERCARD,US,1
03-23-2021 18:25:35,201682,EUR,PAYMENTCARD,MASTERCARD,GB,1
05-16-2021 04:13:55,288684,EUR,PAYMENTCARD,VISA,GB,1
03-25-2021 03:14:22,366189,USD,PAYMENTCARD,VISA,GB,1
05-15-2021 04:42:38,311027,EUR,PAYMENTCARD,VISA,US,0
03-09-2021 23:44:23,121108,USD,PAYMENTCARD,VISA,GB,1
03-30-2021 08:20:39,55306,CAD,PAYMENTCARD,MASTERCARD,GB,1
03-01-2021 13:12:48,344058,AUD,PAYPAL,VISA,US,1
02-12-2021 09:31:53,120016,USD,PAYPAL,MASTERCARD,GB,1
04-11-2021 21:55:53,101953,AUD,PAYMENTCARD,VISA,GB,1
04-23-2021 17:22:43,300522,USD,PAYMENTCARD,VISA,GB,1
02-12-2021 16:43:53,277109,USD,PAYMENTCARD,VISA,GB,0
03-28-2021 00:37:18,193373,EUR,PAYMENTCARD,VISA,US,1
03-14-2021 16:08:24,365915,EUR,PAYMENTCARD,VISA,GB,1
01-26-2021 00:14:35,125897,EUR,PAYPAL,VISA,GB,1
04-09-2021 02:20:38,29720,GBP,PAYMENTCARD,AMEX,IE,1
04-13-2021 10:46:54,61704,USD,PAYPAL,VISA,US,1
05-23-2021 09:52:49,118707,USD,PAYMENTCARD,MASTERCARD,GB,1
02-15-2021 09:46:42,150628,EUR,PAYMENTCARD,VISA,GB,0
01-14-2021 22:19:33,69807,GBP,PAYPAL,VISA,IE,1
05-06-2021 22:15:28,291924,EUR,PAYMENTCARD,AMEX,GB,0
04-23-2021 02:17:51,82343,GBP,PAYMENTCARD,MASTERCARD,US,1
05-28-2021 11:51:42,364564,GBP,APPLEPAY,MASTERCARD,IE,1
02-01-2021 14:10:38,349879,USD,PAYMENTCARD,MASTERCARD,GB,1
03-02-2021 23:33:45,349975,USD,PAYPAL,VISA,IE,0
01-26-2021 15:21:10,195694,EUR,PAYPAL,VISA,GB,1
04-21-2021 14:54:05,45634,GBP,PAYPAL,VISA,US,1
01-17-2021 14:36:35,159875,EUR,PAYPAL,VISA,GB,1
03-10-2021 19:52:43,84461,USD,PAYMENTCARD,VISA,GB,0
05-18-2021 19:09:45,41190,GBP,PAYMENTCARD,AMEX,GB,1
03-26-2021 18:56:04,224858,USD,PAYMENTCARD,VISA,US,1
02-08-2021 06:33:43,137761,GBP,PAYPAL,VISA,GB,1
04-10-2021 19:02:37,371936,GBP,PAYMENTCARD,VISA,GB,0
01-21-2021 16:24:49,29818,EUR,PAYMENTCARD,VISA,US,1
03-10-2021 08:56:49,8008,GBP,PAYMENTCARD,MASTERCARD,GB,1
02-07-2021 16:35:25,45210,GBP,PAYPAL,VISA,GB,1
01-02-2021 22:48:02,116350,EUR,PAYMENTCARD,MASTERCARD,GB,1
04-04-2021 01:36:27,363222,GBP,APPLEPAY,MASTERCARD,GB,1
02-08-2021 10:23:09,210618,EUR,PAYPAL,VISA,US,0
01-11-2021 15:00:13,155902,USD,PAYMENTCARD,VISA,US,0
04-22-2021 10:40:18,4811,EUR,PAYMENTCARD,MASTERCARD,GB,1
05-04-2021 01:58:05,75480,EUR,PAYMENTCARD,VISA,US,1
05-12-2021 20:22:43,139283,EUR,PAYMENTCARD,MASTERCARD,GB,1
02-05-2021 04:58:32,311436,USD,PAYMENTCARD,VISA,US,0
03-23-2021 04:36:18,309394,GBP,APPLEPAY,MASTERCARD,US,1
04-01-2021 01:02:32,57354,GBP,PAYMENTCARD,VISA,GB,1
03-26-2021 09:30:07,184162,EUR,PAYMENTCARD,VISA,GB,1
02-27-2021 19:43:56,171216,USD,PAYMENTCARD,MASTERCARD,AU,1
01-10-2021 14:57:16,268645,GBP,PAYMENTCARD,VISA,GB,1
05-08-2021 03:59:30,296719,EUR,PAYPAL,AMEX,GB,1
05-22-2021 18:53:33,212011,GBP,PAYMENTCARD,AMEX,US,1
03-23-2021 04:51:40,211415,EUR,KLARNA,VISA,US,1
01-30-2021 06:01:19,371785,AUD,PAYMENTCARD,VISA,GB,0
03-29-2021 07:26:05,129676,AUD,PAYMENTCARD,AMEX,GB,1
01-15-2021 01:42:26,234751,EUR,PAYPAL,VISA,GB,1
04-19-2021 11:11:46,357340,CAD,PAYMENTCARD,MASTERCARD,IE,1
04-12-2021 13:36:33,225253,USD,PAYMENTCARD,VISA,GB,1
02-15-2021 20:22:05,337442,USD,PAYMENTCARD,VISA,GB,1
01-20-2021 08:12:58,52403,GBP,PAYMENTCARD,VISA,IE,1
02-22-2021 14:15:17,341989,USD,PAYMENTCARD,VISA,AU,0
01-07-2021 01:34:02,353875,AUD,PAYMENTCARD,VISA,GB,1
04-12-2021 00:20:54,195494,GBP,PAYMENTCARD,MASTERCARD,GB,1
01-24-2021 22:05:52,242727,GBP,APPLEPAY,VISA,IE,1
05-09-2021 10:09:28,30466,AUD,PAYMENTCARD,MASTERCARD,US,1
02-03-2021 08:24:26,378567,USD,APPLEPAY,MASTERCARD,GB,1
04-28-2021 16:35:22,132494,GBP,PAYMENTCARD,VISA,US,1
03-04-2021 03:36:21,356076,GBP,PAYMENTCARD,VISA,GB,1
05-31-2021 20:18:29,211473,GBP,PAYPAL,MASTERCARD,GB,1
05-23-2021 01:32:41,258731,CAD,PAYMENTCARD,VISA,GB,1
04-07-2021 13:53:01,124809,GBP,PAYPAL,MASTERCARD,GB,1
05-02-2021 11:23:55,273295,USD,PAYMENTCARD,MASTERCARD,GB,1
03-06-2021 05:00:32,252869,USD,APPLEPAY,VISA,US,1
03-18-2021 04:44:16,349627,USD,PAYPAL,AMEX,US,1
05-04-2021 08:01:52,127294,USD,PAYPAL,AMEX,IE,1
05-16-2021 20:07:39,124891,GBP,PAYMENTCARD,AMEX,US,1
04-13-2021 17:59:18,32608,GBP,PAYMENTCARD,VISA,GB,1
02-17-2021 21:54:04,250783,AUD,PAYMENTCARD,VISA,US,1
02-07-2021 03:59:55,299169,GBP,KLARNA,AMEX,GB,1
01-24-2021 18:33:58,157955,AUD,APPLEPAY,MASTERCARD,US,1
02-28-2021 13:13:51,295966,GBP,PAYMENTCARD,VISA,US,1
01-13-2021 16:43:39,112818,GBP,APPLEPAY,MASTERCARD,GB,1
03-20-2021 20:35:08,38147,USD,KLARNA,VISA,GB,1
05-09-2021 17:49:36,94951,EUR,PAYMENTCARD,AMEX,GB,0
01-14-2021 16:35:38,271180,SEK,PAYMENTCARD,AMEX,GB,1
05-20-2021 10:04:44,102256,USD,PAYMENTCARD,VISA,GB,1
04-28-2021 16:38:34,290410,EUR,APPLEPAY,MASTERCARD,US,0
04-22-2021 20:23:37,32381,GBP,PAYMENTCARD,VISA,US,1
03-10-2021 09:59:36,228718,GBP,PAYMENTCARD,VISA,GB,1
01-07-2021 06:57:23,28293,GBP,PAYPAL,VISA,IE,1
01-20-2021 18:05:37,256725,GBP,PAYMENTCARD,VISA,US,0
01-18-2021 21:17:58,268799,EUR,PAYMENTCARD,MASTERCARD,AU,1
04-16-2021 12:10:41,202781,EUR,PAYPAL,AMEX,US,0
03-10-2021 18:51:19,33539,GBP,PAYMENTCARD,VISA,GB,1
02-07-2021 22:08:53,135058,GBP,APPLEPAY,VISA,GB,0
01-26-2021 14:59:19,236866,AUD,PAYMENTCARD,MASTERCARD,GB,1
05-08-2021 17:28:38,241269,EUR,PAYMENTCARD,MASTERCARD,US,1
03-27-2021 11:01:25,280203,EUR,APPLEPAY,VISA,IE,0
03-09-2021 20:00:49,85334,USD,PAYMENTCARD,MASTERCARD,GB,1
01-04-2021 04:44:01,381102,GBP,PAYPAL,VISA,GB,1
05-23-2021 04:30:51,368160,USD,PAYPAL,VISA,GB,0
01-09-2021 11:23:08,316074,USD,PAYMENTCARD,VISA,US,1
05-18-2021 05:54:09,315192,CAD,PAYMENTCARD,VISA,US,1
05-19-2021 07:39:06,358857,USD,PAYPAL,MASTERCARD,GB,1
03-04-2021 05:01:28,271034,GBP,PAYPAL,VISA,GB,1
02-11-2021 12:13:57,265964,USD,PAYMENTCARD,MASTERCARD,GB,1
02-25-2021 17:54:35,303842,GBP,PAYMENTCARD,VISA,GB,1
01-16-2021 20:42:18,149509,GBP,PAYMENTCARD,MASTERCARD,US,1
04-18-2021 20:42:10,167331,EUR,PAYMENTCARD,VISA,GB,1
02-06-2021 19:56:30,41911,USD,PAYPAL,MASTERCARD,GB,1
01-13-2021 18:54:18,297140,USD,PAYMENTCARD,AMEX,GB,1
01-07-2021 10:08:31,209147,USD,APPLEPAY,VISA,GB,0
03-10-2021 15:05:36,68694,EUR,PAYPAL,VISA,GB,1
05-15-2021 01:41:46,102887,GBP,PAYMENTCARD,VISA,GB,1
05-08-2021 02:23:40,359412,GBP,GOCARDLESS,VISA,GB,1
04-13-2021 20:17:08,84886,EUR,PAYMENTCARD,MASTERCARD,US,1
05-10-2021 13:08:14,129290,EUR,PAYMENTCARD,VISA,GB,1
05-28-2021 21:38:50,379992,GBP,PAYPAL,MASTERCARD,US,1
04-03-2021 17:23:26,208468,USD,PAYPAL,MASTERCARD,GB,1
03-23-2021 23:37:11,294942,SEK,PAYMENTCARD,VISA,GB,1
03-11-2021 13:57:53,368949,CAD,PAYMENTCARD,VISA,GB,0
05-11-2021 11:06:46,82373,GBP,PAYMENTCARD,VISA,GB,1
01-18-2021 23:02:45,286229,GBP,PAYMENTCARD,VISA,GB,1
03-29-2021 08:26:18,271534,USD,PAYMENTCARD,AMEX,GB,0
05-21-2021 03:13:08,313272,EUR,PAYPAL,AMEX,US,1
04-20-2021 19:50:06,22853,EUR,PAYMENTCARD,VISA,US,1
03-20-2021 05:30:27,168698,GBP,PAYMENTCARD,MASTERCARD,GB,1
03-03-2021 04:29:54,85006,GBP,APPLEPAY,VISA,GB,1
04-01-2021 11:35:58,1101,GBP,PAYPAL,VISA,US,1
04-22-2021 03:01:04,177534,GBP,PAYMENTCARD,VISA,US,1
01-20-2021 11:29:08,294326,AUD,PAYMENTCARD,AMEX,GB,0
05-26-2021 07:29:02,31874,GBP,PAYMENTCARD,AMEX,US,1
01-26-2021 23:37:55,64864,GBP,APPLEPAY,MASTERCARD,US,0
05-23-2021 03:33:34,351928,GBP,PAYMENTCARD,VISA,GB,1
05-29-2021 19:08:26,268727,CAD,PAYMENTCARD,MASTERCARD,GB,1
04-11-2021 05:31:25,359251,EUR,PAYPAL,MASTERCARD,IE,1
05-14-2021 18:00:14,355127,GBP,PAYPAL,VISA,GB,1
01-26-2021 16:29:27,97639,EUR,PAYMENTCARD,MASTERCARD,IE,1
01-13-2021 20:31:21,41696,EUR,KLARNA,VISA,GB,1
04-28-2021 14:11:11,47511,SEK,KLARNA,VISA,AU,1
01-02-2021 21:02:53,254591,GBP,PAYPAL,VISA,GB,0
03-31-2021 23:47:44,86712,SEK,PAYMENTCARD,VISA,GB,1
04-19-2021 14:01:00,367182,EUR,PAYMENTCARD,VISA,GB,1
01-26-2021 10:57:57,57371,USD,PAYMENTCARD,AMEX,US,1
05-09-2021 01:41:34,119744,CAD,APPLEPAY,VISA,US,1
01-13-2021 04:55:49,315400,GBP,PAYMENTCARD,VISA,GB,1
03-07-2021 08:43:56,17092,EUR,PAYMENTCARD,VISA,US,1
04-13-2021 16:38:06,353493,SEK,PAYMENTCARD,VISA,US,1
01-12-2021 10:12:45,355799,USD,PAYPAL,VISA,US,1
03-25-2021 13:36:20,288171,EUR,PAYMENTCARD,VISA,GB,1
02-15-2021 14:17:30,106910,USD,PAYMENTCARD,VISA,GB,1
02-27-2021 14:30:57,178901,USD,PAYPAL,VISA,GB,1
05-22-2021 00:44:44,320189,GBP,PAYPAL,MASTERCARD,IE,1
02-15-2021 06:58:31,194076,GBP,PAYPAL,MASTERCARD,GB,1
05-30-2021 03:35:26,336356,GBP,PAYMENTCARD,AMEX,GB,1
03-26-2021 10:36:32,207137,GBP,APPLEPAY,MASTERCARD,IE,1
04-27-2021 14:40:47,358846,GBP,PAYMENTCARD,MASTERCARD,GB,0
01-24-2021 02:18:01,158512,GBP,PAYMENTCARD,VISA,GB,1
01-22-2021 06:33:06,208945,EUR,PAYMENTCARD,VISA,GB,1
02-10-2021 18:55:55,382102,USD,PAYMENTCARD,VISA,GB,1
02-12-2021 19:48:32,139212,GBP,PAYMENTCARD,VISA,GB,1
01-29-2021 03:37:20,202030,AUD,PAYMENTCARD,MASTERCARD,GB,1
03-30-2021 21:11:56,170672,GBP,APPLEPAY,VISA,US,1
05-07-2021 03:34:08,262149,USD,PAYMENTCARD,MASTERCARD,US,1
03-12-2021 18:34:14,14125,SEK,PAYPAL,VISA,GB,1
05-14-2021 05:10:48,323000,GBP,PAYPAL,VISA,IE,1
03-25-2021 11:35:36,4395,USD,PAYPAL,VISA,GB,1
03-09-2021 22:24:59,64578,GBP,PAYMENTCARD,VISA,GB,1
04-06-2021 15:39:15,251773,GBP,PAYMENTCARD,MASTERCARD,GB,1
03-24-2021 14:15:56,335871,USD,PAYMENTCARD,MASTERCARD,US,0
01-22-2021 17:43:01,136664,USD,PAYMENTCARD,AMEX,GB,1
04-12-2021 14:35:32,140746,GBP,PAYMENTCARD,VISA,US,1
05-16-2021 18:47:36,38248,USD,PAYMENTCARD,AMEX,US,1
05-11-2021 17:53:58,124228,USD,PAYMENTCARD,AMEX,GB,0
06-01-2021 05:27:25,8140,GBP,PAYMENTCARD,VISA,GB,0
02-03-2021 10:15:24,220816,EUR,PAYPAL,VISA,GB,1
02-14-2021 15:14:25,49896,USD,PAYPAL,MASTERCARD,US,1
02-14-2021 19:19:17,325938,GBP,PAYPAL,AMEX,GB,0
05-25-2021 12:57:34,340500,GBP,PAYMENTCARD,VISA,IE,0
03-10-2021 17:42:05,123390,AUD,PAYMENTCARD,VISA,GB,0
01-10-2021 17:37:21,194273,USD,PAYPAL,VISA,GB,1
02-25-2021 08:21:25,295277,USD,PAYMENTCARD,MASTERCARD,IE,1
02-27-2021 06:21:15,63272,EUR,PAYMENTCARD,VISA,GB,1
01-31-2021 15:27:07,18105,EUR,PAYPAL,VISA,US,1
01-08-2021 04:18:18,250189,EUR,PAYMENTCARD,VISA,GB,1
03-05-2021 20:59:05,222237,USD,APPLEPAY,VISA,GB,1
04-10-2021 13:52:45,309339,EUR,PAYMENTCARD,VISA,GB,1
02-01-2021 15:28:51,89618,CAD,KLARNA,MASTERCARD,GB,1
03-03-2021 06:43:40,383599,EUR,PAYMENTCARD,VISA,GB,1
05-04-2021 14:22:58,305351,AUD,PAYMENTCARD,MASTERCARD,AU,1
05-21-2021 04:22:05,245842,USD,PAYMENTCARD,VISA,GB,0
05-26-2021 09:50:06,34100,USD,PAYMENTCARD,VISA,GB,1
02-11-2021 04:01:17,240999,GBP,PAYPAL,VISA,GB,1
02-16-2021 14:28:11,237119,GBP,PAYMENTCARD,VISA,AU,1
01-22-2021 09:03:02,300802,AUD,PAYMENTCARD,VISA,AU,0
05-11-2021 01:35:47,355438,EUR,PAYMENTCARD,AMEX,GB,1
01-29-2021 07:54:42,334334,AUD,PAYPAL,VISA,GB,1
04-30-2021 05:49:30,256141,EUR,PAYMENTCARD,VISA,GB,1
02-25-2021 22:36:26,103632,USD,PAYMENTCARD,VISA,US,1
01-06-2021 20:02:52,1962,CAD,PAYMENTCARD,VISA,IE,1
01-10-2021 05:31:29,27032,SEK,PAYMENTCARD,VISA,IE,1
05-14-2021 10:18:56,157247,GBP,PAYPAL,VISA,GB,1
02-24-2021 16:56:58,269793,EUR,PAYMENTCARD,VISA,GB,1
01-30-2021 16:21:07,189188,CAD,PAYMENTCARD,MASTERCARD,GB,1
05-01-2021 01:20:46,212665,EUR,PAYPAL,AMEX,GB,1
01-22-2021 10:20:02,207356,GBP,APPLEPAY,AMEX,US,1
02-16-2021 08:32:41,230174,GBP,PAYPAL,VISA,US,1
02-28-2021 10:41:23,205426,USD,PAYMENTCARD,AMEX,GB,1
05-29-2021 00:46:10,375394,GBP,PAYMENTCARD,VISA,GB,1
02-14-2021 21:10:39,131049,USD,PAYMENTCARD,VISA,GB,1
03-20-2021 14:35:53,88834,GBP,PAYMENTCARD,AMEX,US,1
01-25-2021 18:25:13,175428,GBP,APPLEPAY,VISA,GB,1
04-22-2021 12:08:13,134339,AUD,PAYMENTCARD,VISA,GB,0
05-02-2021 15:38:04,74781,USD,PAYPAL,VISA,US,1
04-18-2021 15:59:40,17612,USD,KLARNA,MASTERCARD,US,1
01-26-2021 04:48:48,374606,AUD,PAYPAL,AMEX,IE,1
04-11-2021 11:40:02,36330,USD,PAYMENTCARD,VISA,GB,1
